t, ir, imu 
251.04,-0.56071,-19506
251.09,-0.71534,-18318
251.14,-0.74896,-17700
251.19,-0.99489,-18082
251.24,-1.37817,-17818
251.29,-1.28864,-17672
251.34,-2.15278,-18320
251.39,-4.90659,-18342
251.44,-5.3413,-18290
251.49,-0.44358,-17316
251.54,5.20257,-16298
251.59,6.10723,-15270
251.64,3.37596,-14782
251.69,0.82459,-14218
251.74,-0.31869,-14082
251.79,0.47944,-14830
251.84,3.07139,-15774
251.89,4.60635,-15924
251.94,3.44696,-16838
251.99,1.69498,-17388
252.04,1.00022,-17600
252.09,0.8349,-17802
252.14,-1.21936,-18104
252.19,-6.69837,-18774
252.24,-9.32932,-18650
252.29,-3.49942,-17702
252.34,4.3097,-16864
252.39,4.97219,-16990
252.44,-0.59959,-17280
252.49,-2.74427,-17040
252.54,0.86594,-17026
252.59,2.6484,-16598
252.64,1.92524,-16186
252.69,2.51888,-16574
252.74,2.85778,-16644
252.79,1.8515,-15574
252.84,1.26432,-13830
252.89,1.27798,-13244
252.94,0.82303,-14172
252.99,-0.26579,-15420
253.04,-1.55362,-16612
253.09,-2.7241,-17910
253.14,-3.49077,-18380
253.19,-3.42207,-17748
253.24,-2.88304,-17412
253.29,-2.71463,-17982
253.34,-1.78206,-18868
253.39,0.81275,-18680
253.44,1.91546,-18406
253.49,-0.63246,-17438
253.54,-2.91423,-17030
253.59,-1.59772,-16778
253.64,1.43905,-16124
253.69,3.36926,-15678
253.74,2.90235,-15078
253.79,0.80723,-15000
253.84,-0.5596,-14816
253.89,-0.15753,-15156
253.94,0.76018,-15648
253.99,0.84474,-16490
254.04,-1.06809,-17440
254.09,-4.45297,-17050
254.14,-4.76144,-16908
254.19,-0.86155,-17318
254.24,1.92763,-17806
254.29,1.29146,-18984
254.34,-0.02511,-18834
254.39,0.33164,-18178
254.44,1.71186,-17794
254.49,1.8703,-17308
254.54,0.47184,-16184
254.59,-0.58004,-15810
254.64,0.16304,-16186
254.69,2.07439,-15118
254.74,3.04406,-14214
254.79,1.99983,-14546
254.84,-0.50104,-15790
254.89,-3.44837,-16474
254.94,-4.33569,-17078
254.99,-1.49027,-17770
255.04,2.36863,-18348
255.09,3.48695,-18596
255.14,1.59947,-18304
255.19,-0.47116,-17590
255.24,-0.66741,-16822
255.29,0.07954,-16208
255.34,0.02635,-16186
255.39,-0.65361,-16258
255.44,-0.69144,-16094
255.49,-0.37578,-15618
