t, ir, imu 
20.53000, -3.55275, -4924.00000
20.58000, -7.24923, -5504.00000
20.63000, -5.91301, -3476.00000
20.68000, 0.32181, -2278.00000
20.73000, 7.99100, -972.00000
20.78000, 10.07454, -1492.00000
20.83000, 6.28953, -1998.00000
20.88000, 2.54614, -1868.00000
20.93000, 1.66424, -140.00000
20.98000, 1.49579, -778.00000
21.03000, 0.22521, -674.00000
21.08000, 0.19634, -1148.00000
21.13000, 1.82239, -630.00000
21.18000, 1.97822, 272.00000
21.23000, 0.68715, -818.00000
21.28000, -0.50840, 750.00000
21.33000, -1.95295, -660.00000
21.38000, -3.20173, -192.00000
21.43000, -2.92200, -1236.00000
21.48000, -1.42119, -558.00000
21.53000, -0.40640, -960.00000
21.58000, -0.35114, -4790.00000
21.63000, -0.50770, -2168.00000
21.68000, -1.62717, -384.00000
21.73000, -3.51904, -1634.00000
21.78000, -2.97371, -3234.00000
21.83000, 0.18295, -4604.00000
21.88000, 2.18022, -4156.00000
21.93000, 1.35502, -3612.00000
21.98000, -0.63163, -3560.00000
22.03000, -1.40829, -2828.00000
22.08000, -0.59843, -2606.00000
22.13000, 0.26613, -2850.00000
22.18000, 0.17692, -3142.00000
22.23000, -0.83683, -2718.00000
22.28000, -2.01896, -2124.00000
22.33000, -2.03241, -2044.00000
22.38000, -0.67944, -1238.00000
22.43000, -0.85845, -1826.00000
22.48000, -3.63520, -2300.00000
22.53000, -3.25524, -2742.00000
22.58000, 2.42185, -622.00000
22.63000, 6.66434, -500.00000
22.68000, 5.67100, -1304.00000
22.73000, 2.22240, 302.00000
22.78000, 0.13235, -552.00000
22.83000, 0.82631, -2414.00000
22.88000, 2.30000, -4562.00000
22.93000, 2.26198, -2820.00000
22.98000, 1.15288, -1224.00000
23.03000, 0.02158, -2658.00000
23.08000, -1.13166, -2832.00000
23.13000, -1.65481, -3680.00000
23.18000, -0.78000, -3142.00000
23.23000, 0.51250, -3616.00000
23.28000, 0.61812, -3172.00000
23.33000, -0.51894, -2520.00000
23.38000, -1.64937, -3000.00000
23.43000, -1.98017, -4520.00000
23.48000, -1.83249, -3288.00000
23.53000, -1.84087, -2058.00000
23.58000, -1.81703, -2570.00000
23.63000, -1.22517, -2020.00000
23.68000, -0.51976, -3130.00000
23.73000, -0.56132, -1948.00000
23.78000, -0.86990, -1734.00000
23.83000, -0.45552, -1402.00000
23.88000, -0.26333, -614.00000
23.93000, -1.45057, -2618.00000
23.98000, -3.17205, -1314.00000
24.03000, -4.57576, -3916.00000
24.08000, -3.79015, -3852.00000
24.13000, 1.18992, -4664.00000
24.18000, 6.91337, -830.00000
24.23000, 8.68659, -6648.00000
24.28000, 7.07724, -7012.00000
24.33000, 4.73148, -5126.00000
24.38000, 3.00149, -4944.00000
24.43000, 1.58129, -4256.00000
24.48000, -0.37024, -4504.00000
24.53000, -1.77308, -3894.00000
24.58000, -1.38262, -4326.00000
24.63000, -0.34348, -3872.00000
24.68000, -0.26453, -3600.00000
24.73000, -1.09157, -1340.00000
24.78000, -2.02471, -2438.00000
24.83000, -2.51612, -2176.00000
24.88000, -1.68651, -2164.00000
24.93000, 0.13176, -2654.00000
24.98000, 1.06649, -2952.00000
25.03000, 0.63170, -610.00000
25.08000, -0.11193, -2086.00000
25.13000, -0.71129, -3280.00000
25.18000, -1.22194, -5606.00000
25.23000, -1.26789, -2914.00000
25.28000, -0.96711, -3476.00000
25.33000, -0.66624, -1136.00000
25.38000, -0.07469, -4230.00000
25.43000, 0.64508, -4764.00000
25.48000, 0.66237, -3610.00000
25.53000, -0.23524, -2608.00000
25.58000, -1.16965, -3688.00000
25.63000, -1.11573, -4754.00000
25.68000, -0.38658, -454.00000
25.73000, -0.10270, -2694.00000
25.78000, -1.95248, -2222.00000
25.83000, -5.59807, -2114.00000
25.88000, -4.72972, -1568.00000
25.93000, 2.29382, -1170.00000
25.98000, 6.03997, -996.00000
26.03000, 2.51323, -1596.00000
26.08000, -0.45391, -774.00000
26.13000, 1.31114, -2942.00000
26.18000, 3.58653, -4080.00000
26.23000, 3.86680, -4808.00000
26.28000, 3.14291, -3340.00000
26.33000, 1.93120, -2882.00000
26.38000, 0.37670, -3742.00000
26.43000, -1.87275, -3940.00000
26.48000, -5.55693, -3936.00000
26.53000, -7.46897, -4868.00000
26.58000, -4.28202, -4448.00000
26.63000, 0.44283, -2624.00000
26.68000, 3.40557, -4288.00000
26.73000, 4.89872, -5518.00000
26.78000, 2.44216, -4268.00000
26.83000, -3.87902, -3676.00000
26.88000, -4.95232, -3950.00000
26.93000, 1.40044, -3636.00000
26.98000, 5.11925, -2470.00000
27.03000, 4.05909, -2812.00000
27.08000, 3.49447, -1010.00000
27.13000, 2.74482, -1848.00000
27.18000, -0.26042, -762.00000
27.23000, -2.53673, -2458.00000
27.28000, -2.09160, -5524.00000
27.33000, -1.38817, -4424.00000
27.38000, -0.24491, -2428.00000
27.43000, 2.76409, -796.00000
27.48000, 3.07828, -3842.00000
27.53000, -2.78237, -3790.00000
27.58000, -7.34363, -2278.00000
27.63000, -2.87740, -2672.00000
27.68000, 4.91791, -3202.00000
27.73000, 7.07395, -2742.00000
27.78000, 3.54462, -2710.00000
27.83000, -0.66122, -3290.00000
27.88000, -1.98471, -3494.00000
27.93000, -0.87048, -1112.00000
27.98000, -0.62382, -1928.00000
28.03000, -2.37283, -2174.00000
28.08000, -3.73625, -1472.00000
28.13000, -3.89695, -1342.00000
28.18000, -4.07690, -2014.00000
28.23000, -3.69281, -3936.00000
28.28000, -0.62826, -3638.00000
28.33000, 3.94862, -2688.00000
28.38000, 6.04422, -3518.00000
28.43000, 5.28963, 274.00000
28.48000, 1.90721, -4970.00000
28.53000, -3.88813, -3872.00000
28.58000, -7.16429, -3202.00000
28.63000, -5.29465, -2158.00000
28.68000, 0.01897, -4706.00000
28.73000, 5.11971, -4490.00000
28.78000, 4.63428, -3432.00000
28.83000, 0.30307, -1284.00000
28.88000, -0.60151, -3088.00000
28.93000, 2.12226, -2846.00000
28.98000, 3.35742, -1540.00000
29.03000, 1.84807, -370.00000
29.08000, -0.10098, -1312.00000
29.13000, -1.39445, -4122.00000
29.18000, -2.86571, -6796.00000
29.23000, -4.51340, -3560.00000
29.28000, -3.98681, -3376.00000
29.33000, -0.25317, -5530.00000
29.38000, 1.87855, -4706.00000
29.43000, -0.59242, -4420.00000
29.48000, -1.08570, -2814.00000
29.53000, 3.43284, -3988.00000
29.58000, 4.24517, -5850.00000
29.63000, -2.10885, -4024.00000
29.68000, -4.83917, -4366.00000
29.73000, 1.11508, -4650.00000
29.78000, 4.45393, -2392.00000
29.83000, -0.63188, -2418.00000
29.88000, -3.58112, -1656.00000
29.93000, 1.51394, -1864.00000
29.98000, 5.35156, -1568.00000
30.03000, 1.96296, -5896.00000
30.08000, -0.77367, -5570.00000
30.13000, 2.03435, -2218.00000
30.18000, 3.36684, -3394.00000
30.23000, 0.35811, -4324.00000
30.28000, -0.60952, -3738.00000
30.33000, 1.83258, -2442.00000
30.38000, 0.70124, -1310.00000
30.43000, -5.25633, -3920.00000
30.48000, -6.42881, -3254.00000
30.53000, 0.30006, -4246.00000
30.58000, 5.19085, -2066.00000
30.63000, 2.99810, -1074.00000
30.68000, -0.68796, -1408.00000
30.73000, -0.81145, -394.00000
30.78000, 0.16942, -1526.00000
30.83000, -1.06898, 1434.00000
30.88000, -1.84642, -4646.00000
30.93000, 0.09522, -6734.00000
30.98000, 0.48444, -3596.00000
31.03000, -2.98012, -3096.00000
31.08000, -4.36228, -2824.00000
31.13000, -0.72116, -3380.00000
31.18000, 0.88097, -3754.00000
31.23000, -3.38012, -2640.00000
31.28000, -5.79108, -4138.00000
31.33000, -1.46108, -4496.00000
31.38000, 2.01902, -3612.00000
31.43000, -0.64442, -4170.00000
31.48000, -2.31711, -3254.00000
31.53000, 1.60597, -250.00000
31.58000, 4.09599, -2560.00000
31.63000, 1.20250, -2992.00000
31.68000, -0.11287, -4844.00000
31.73000, 3.69822, -10354.00000
31.78000, 5.61465, 306.00000
31.83000, 2.13281, -5756.00000
31.88000, -0.51171, -4820.00000
31.93000, 1.00071, -4850.00000
31.98000, 2.42492, -5624.00000
32.03000, 1.69139, -3934.00000
32.08000, 1.23534, -5876.00000
32.13000, 1.72455, -2658.00000
32.18000, 0.72928, -3896.00000
32.23000, -2.16718, -1188.00000
32.28000, -3.01049, -6258.00000
32.33000, -0.57720, -1576.00000
32.38000, 1.51594, -4918.00000
32.43000, 1.79421, -1880.00000
32.48000, 1.00288, -3440.00000
32.53000, -0.66654, -1014.00000
32.58000, -4.01983, 1332.00000
32.63000, -8.94252, -704.00000
32.68000, -9.97078, 2304.00000
32.73000, -3.56011, -4338.00000
32.78000, 2.35572, -5482.00000
32.83000, 0.89635, -3650.00000
32.88000, -1.00163, -1834.00000
32.93000, 2.72257, -1516.00000
32.98000, 5.01699, -2304.00000
33.03000, 0.94212, -3740.00000
33.08000, -1.55142, -4286.00000
33.13000, 2.53274, -1584.00000
33.18000, 4.80904, -3236.00000
33.23000, -0.04339, -3326.00000
33.28000, -3.69682, -3940.00000
33.33000, -0.09990, -4240.00000
33.38000, 3.23116, -3860.00000
33.43000, -0.18512, -2576.00000
33.48000, -3.39154, -2268.00000
33.53000, 0.49453, -1470.00000
33.58000, 4.20369, -4054.00000
33.63000, 0.77078, -1670.00000
33.68000, -1.79373, -6110.00000
33.73000, 2.49862, -5786.00000
33.78000, 5.09296, -3818.00000
33.83000, 0.56953, -2274.00000
33.88000, -2.54495, -3200.00000
33.93000, 1.35731, -6320.00000
33.98000, 3.91321, -4054.00000
34.03000, -0.46247, -4228.00000
34.08000, -4.11873, -1404.00000
34.13000, -1.66524, -3590.00000
34.18000, 1.88959, -4306.00000
34.23000, 2.07271, -5224.00000
34.28000, 0.99106, -4014.00000
34.33000, 0.98720, -2742.00000
34.38000, 0.14064, -4468.00000
34.43000, -2.05876, -5702.00000
34.48000, -2.44111, 878.00000
34.53000, -0.51766, -8142.00000
34.58000, 0.35785, -3250.00000
34.63000, -1.01492, -5752.00000
34.68000, -1.69482, -4626.00000
34.73000, -0.22998, -6504.00000
34.78000, -0.31905, -5132.00000
34.83000, -4.52772, -3900.00000
34.88000, -7.35581, -3924.00000
34.93000, -3.33286, -5004.00000
34.98000, 0.91363, -5338.00000
35.03000, -1.62848, -3792.00000
35.08000, -3.08004, -3640.00000
35.13000, 2.35955, -1878.00000
35.18000, 4.60576, -2638.00000
35.23000, -1.56723, -1274.00000
35.28000, -5.03661, 148.00000
35.33000, -0.01388, -4266.00000
35.38000, 3.38980, -5364.00000
35.43000, -0.12281, -2978.00000
35.48000, -0.95481, -804.00000
35.53000, 5.75619, -2062.00000
35.58000, 9.03566, -3398.00000
35.63000, 2.40469, -4214.00000
35.68000, -2.24410, -2414.00000
35.73000, 2.82551, -5054.00000
35.78000, 5.65277, -3738.00000
35.83000, -0.95346, -1724.00000
35.88000, -4.69818, -4244.00000
35.93000, 1.41424, -1914.00000
35.98000, 6.68275, -1876.00000
36.03000, 4.18366, 998.00000
36.08000, -1.82073, -2734.00000
36.13000, -6.62466, -8762.00000
36.18000, -5.87014, -7586.00000
36.23000, 0.39820, -1994.00000
36.28000, 5.55586, 782.00000
36.33000, 5.14284, -5190.00000
36.38000, 0.52405, -5370.00000
36.43000, -2.55997, -4348.00000
36.48000, -1.19323, -2104.00000
36.53000, 1.23989, 2.00000
36.58000, 1.68193, 2872.00000
36.63000, 0.18638, 4942.00000
36.68000, -1.58785, 12892.00000
36.73000, -2.06534, 7510.00000
36.78000, -1.48068, 1366.00000
36.83000, -0.96428, 1786.00000
36.88000, -0.78074, 10468.00000
36.93000, -0.98204, 14860.00000
36.98000, -2.05584, 15856.00000
37.03000, -4.27400, 14738.00000
37.08000, -6.03574, 8142.00000
37.13000, -4.38073, 6662.00000
37.18000, -0.18355, 4280.00000
37.23000, 1.36311, 6816.00000
37.28000, -1.21749, 6784.00000
37.33000, -2.47385, 5034.00000
37.38000, 0.72580, 5714.00000
37.43000, 4.26043, 4484.00000
37.48000, 4.05456, 5060.00000
37.53000, 0.94495, 7648.00000
37.58000, -0.86428, 7880.00000
37.63000, 0.53185, 3742.00000
37.68000, 2.38388, 3558.00000
37.73000, 2.44527, -330.00000
37.78000, 0.73531, 1680.00000
37.83000, -1.28381, 312.00000
37.88000, -2.49979, -1062.00000
37.93000, -3.61341, -5258.00000
37.98000, -2.39102, -4334.00000
38.03000, 2.63846, -2634.00000
38.08000, 6.30168, -2296.00000
38.13000, 5.24214, -4572.00000
38.18000, 2.25513, -1846.00000
38.23000, 0.45281, -952.00000
38.28000, 0.01850, 1404.00000
38.33000, -0.27985, 1840.00000
38.38000, -0.84811, 3406.00000
38.43000, -1.41248, 4066.00000
38.48000, -1.90206, 4186.00000
38.53000, -2.12796, 2408.00000
38.58000, -1.87997, 1444.00000
38.63000, -0.95879, 2128.00000
38.68000, 0.67758, 1284.00000
38.73000, 1.69701, 616.00000
38.78000, -1.35174, 1768.00000
38.83000, -8.33240, 1160.00000
38.88000, -9.89914, 1042.00000
38.93000, -1.71302, -4.00000
38.98000, 6.56758, -584.00000
