6.0,
538.0
875.96,
542.0
876.01,
524.0
876.06,
535.0
876.11,
536.0
876.16,
545.0
876.21,
531.0
876.26,
534.0
876.31,
527.0
876.36,
542.0
876.41,
542.0
876.46,
540.0
876.51,
541.0
876.56,
540.0
876.61,
553.0
876.66,
537.0
876.71,
515.0
876.76,
537.0
876.81,
559.0
876.86,
545.0
876.91,
530.0
876.96,
556.0
877.01,
527.0
877.06,
545.0
877.11,
541.0
877.16,
549.0
877.21,
533.0
877.26,
554.0
877.31,
547.0
877.36,
561.0
877.41,
561.0
877.46,
547.0
877.51,
536.0
877.56,
569.0
877.61,
548.0
877.66,
551.0
877.71,
547.0
877.76,
553.0
877.81,
552.0
877.86,
543.0
877.91,
552.0
877.96,
546.0
878.01,
541.0
878.06,
552.0
878.11,
548.0
878.16,
530.0
878.21,
550.0
878.26,
540.0
878.31,
540.0
878.36,
562.0
878.41,
539.0
878.46,
533.0
878.51,
574.0
878.56,
559.0
878.61,
556.0
878.66,
547.0
878.71,
549.0
878.76,
571.0
878.81,
550.0
878.86,
551.0
878.91,
531.0
878.96,
551.0
879.01,
559.0
879.06,
552.0
879.11,
561.0
879.16,
552.0
879.21,
550.0
879.26,
532.0
879.31,
551.0
879.36,
548.0
879.41,
547.0
879.46,
548.0
879.51,
537.0
879.56,
565.0
879.61,
556.0
879.66,
557.0
879.71,
557.0
879.76,
560.0
879.81,
550.0
879.86,
552.0
879.91,
551.0
879.96,
565.0
880.01,
563.0
880.06,
552.0
880.11,
539.0
880.16,
552.0
880.21,
549.0
880.26,
547.0
880.31,
539.0
880.36,
549.0
880.41,
543.0
880.46,
560.0
880.51,
561.0
880.56,
558.0
880.61,
554.0
880.66,
563.0
880.71,
547.0
880.76,
556.0
880.81,
531.0
880.86,
537.0
880.91,
571.0
880.96,
685.0
881.01,
549.0
881.06,
508.0
881.11,
544.0
881.16,
584.0
881.21,
643.0
881.26,
575.0
881.31,
465.0
881.36,
547.0
881.41,
522.0
881.46,
483.0
881.51,
521.0
881.56,
601.0
881.61,
566.0
881.66,
894.0
881.71,
354.0
881.76,
484.0
881.81,
415.0
881.86,
717.0
881.91,
633.0
881.96,
450.0
882.01,
342.0
882.06,
141.0
882.11,
139.0
882.16,
133.0
882.21,
134.0
882.26,
131.0
882.31,
132.0
882.36,
132.0
882.41,
133.0
882.46,
399.0
882.51,
536.0
882.56,
559.0
882.61,
550.0
882.66,
552.0
882.71,
548.0
882.76,
553.0
882.81,
399.0
882.86,
564.0
882.91,
564.0
882.96,
544.0
883.01,
630.0
883.06,
461.0
883.11,
508.0
883.16,
535.0
883.21,
541.0
883.26,
538.0
883.31,
544.0
883.36,
496.0
883.41,
602.0
883.46,
562.0
883.51,
494.0
883.56,
473.0
883.61,
528.0
883.66,
545.0
883.71,
535.0
883.76,
542.0
883.81,
535.0
883.86,
551.0
883.91,
541.0
883.96,
531.0
884.01,
530.0
884.06,
535.0
884.11,
540.0
884.16,
534.0
884.21,
533.0
884.26,
535.0
884.31,
539.0
884.36,
539.0
884.41,
542.0
884.46,
541.0
884.51,
532.0
884.56,
536.0
884.61,
536.0
884.66,
535.0
884.71,
544.0
884.76,
533.0
884.81,
533.0
884.86,
532.0
884.91,
541.0
884.96,
535.0
885.01,
540.0
885.06,
541.0
885.11,
543.0
885.16,
531.0
885.21,
544.0
885.26,
540.0
885.31,
536.0
885.36,
541.0
885.41,
542.0
885.46,
539.0
885.51,
543.0
885.56,
537.0
885.61,
541.0
885.66,
535.0
885.71,
533.0
885.76,
538.0
885.81,
538.0
885.86,
540.0
885.91,
522.0
885.96,
558.0
886.01,
553.0
886.06,
530.0
886.11,
538.0
886.16,
509.0
886.21,
571.0
886.26,
584.0
886.31,
534.0
886.36,
535.0
886.41,
515.0
886.46,
538.0
886.51,
544.0
886.56,
525.0
886.61,
542.0
886.66,
546.0
886.71,
548.0
886.76,
532.0
886.81,
576.0
886.86,
500.0
886.91,
546.0
886.96,
537.0
887.01,
541.0
887.06,
544.0
887.11,
534.0
887.16,
540.0
887.21,
538.0
887.26,
539.0
887.31,
540.0
887.36,
528.0
887.41,
538.0
887.46,
545.0
887.51,
541.0
887.56,
537.0
887.61,
535.0
887.66,
540.0
887.71,
544.0
887.76,
536.0
887.81,
532.0
887.86,
534.0
887.91,
532.0
887.96,
542.0
888.01,
540.0
888.06,
545.0
888.11,
543.0
888.16,
536.0
888.21,
544.0
888.26,
537.0
888.31,
543.0
888.36,
538.0
888.41,
538.0
888.46,
535.0
888.51,
542.0
888.56,
540.0
888.61,
537.0
888.66,
542.0
888.71,
544.0
888.76,
542.0
888.81,
538.0
888.86,
543.0
888.91,
544.0
888.96,
541.0
889.01,
544.0
889.06,
536.0
889.11,
541.0
889.16,
532.0
889.21,
541.0
889.26,
542.0
889.31,
540.0
889.36,
546.0
889.41,
536.0
889.46,
537.0
889.51,
539.0
889.56,
533.0
889.61,
536.0
889.66,
542.0
889.71,
544.0
889.76,
534.0
889.81,
535.0
889.86,
535.0
889.91,
541.0
889.96,
533.0
890.01,
536.0
890.06,
538.0
890.11,
541.0
890.16,
531.0
890.21,
540.0
890.26,
536.0
890.31,
539.0
890.36,
531.0
890.41,
544.0
890.46,
538.0
890.51,
541.0
890.56,
545.0
890.61,
535.0
890.66,
538.0
890.71,
546.0
890.76,
542.0
890.81,
544.0
890.86,
540.0
890.91,
531.0
890.96,
538.0
891.01,
537.0
891.06,
546.0
891.11,
534.0
891.16,
542.0
891.21,
536.0
891.26,
540.0
891.31,
542.0
891.36,
533.0
891.41,
547.0
891.46,
545.0
891.51,
540.0
891.56,
543.0
891.61,
543.0
891.66,
534.0
891.71,
533.0
891.76,
531.0
891.81,
533.0
891.86,
538.0
891.91,
537.0
891.96,
544.0
892.01,
545.0
892.06,
538.0
892.11,
541.0
892.16,
542.0
892.21,
537.0
892.26,
533.0
892.31,
540.0
892.36,
541.0
892.41,
542.0
892.46,
532.0
892.51,
537.0
892.56,
535.0
892.61,
541.0
892.66,
548.0
892.71,
531.0
892.76,
535.0
892.81,
540.0
892.86,
543.0
892.91,
541.0
892.96,
533.0
893.01,
543.0
893.06,
536.0
893.11,
540.0
893.16,
540.0
893.21,
538.0
893.26,
540.0
893.31,
543.0
893.36,
542.0
893.41,
537.0
893.46,
541.0
893.51,
535.0
893.56,
541.0
893.61,
537.0
893.66,
538.0
893.71,
546.0
893.76,
545.0
893.81,
537.0
893.86,
539.0
893.91,
544.0
893.96,
535.0
894.01,
538.0
894.06,
542.0
894.11,
543.0
894.16,
541.0
894.21,
545.0
894.26,
535.0
894.31,
535.0
894.36,
537.0
894.41,
539.0
894.46,
540.0
894.51,
549.0
894.56,
543.0
894.61,
534.0
894.66,
534.0
894.71,
533.0
894.76,
538.0
894.81,
536.0
894.86,
541.0
894.91,
533.0
894.96,
539.0
895.01,
541.0
895.06,
543.0
895.11,
538.0
895.16,
543.0
895.21,
537.0
895.26,
548.0
895.31,
541.0
895.36,
545.0
895.41,
541.0
895.46,
541.0
895.51,
543.0
895.56,
537.0
895.61,
536.0
895.66,
540.0
895.72,
543.0
895.77,
537.0
895.82,
542.0
895.87,
536.0
895.91,
542.0
895.97,
535.0
896.02,
535.0
896.07,
534.0
896.11,
542.0
896.17,
540.0
896.22,
540.0
896.27,
539.0
896.32,
538.0
896.37,
540.0
896.42,
538.0
896.47,
547.0
896.52,
539.0
896.57,
538.0
896.62,
532.0
896.67,
544.0
896.72,
543.0
896.77,
536.0
896.82,
533.0
896.87,
538.0
896.92,
535.0
896.97,
544.0
897.02,
535.0
897.07,
531.0
897.12,
541.0
897.17,
538.0
897.22,
532.0
897.27,
548.0
897.32,
538.0
897.37,
542.0
897.42,
533.0
897.47,
540.0
897.52,
544.0
897.57,
541.0
897.62,
536.0
897.67,
545.0
897.72,
532.0
897.77,
540.0
897.82,
535.0
897.87,
538.0
897.92,
534.0
897.97,
541.0
898.02,
538.0
898.07,
543.0
898.12,
545.0
898.17,
539.0
898.22,
536.0
898.27,
548.0
898.32,
538.0
898.37,
545.0
898.42,
536.0
898.47,
536.0
898.52,
540.0
898.57,
540.0
898.62,
542.0
898.67,
535.0
898.72,
546.0
898.77,
544.0
898.82,
537.0
898.87,
541.0
898.92,
536.0
898.97,
544.0
899.02,
537.0
899.07,
538.0
899.12,
532.0
899.17,
540.0
899.22,
540.0
899.27,
537.0
899.32,
540.0
899.37,
540.0
899.42,
540.0
899.47,
531.0
899.52,
535.0
899.57,
546.0
899.62,
534.0
899.67,
538.0
899.72,
542.0
899.77,
532.0
899.82,
537.0
899.87,
536.0
899.92,
536.0
899.97,
545.0
900.02,
546.0
900.07,
545.0
900.12,
534.0
900.17,
543.0
900.22,
532.0
900.27,
543.0
900.32,
546.0
900.37,
543.0
900.42,
538.0
900.47,
548.0
900.52,
538.0
900.57,
539.0
900.62,
530.0
900.67,
543.0
900.72,
541.0
900.77,
533.0
900.82,
534.0
900.87,
540.0
900.92,
545.0
900.97,
537.0
901.02,
543.0
901.07,
540.0
901.12,
536.0
901.17,
542.0
901.22,
534.0
901.27,
545.0
901.32,
545.0
901.37,
540.0
901.42,
537.0
901.47,
538.0
901.52,
539.0
901.57,
532.0
901.62,
542.0
901.67,
536.0
901.72,
531.0
901.77,
545.0
901.82,
533.0
901.87,
540.0
901.92,
542.0
901.97,
541.0
902.02,
537.0
902.07,
534.0
902.12,
539.0
902.17,
547.0
902.22,
535.0
902.27,
534.0
902.32,
540.0
902.37,
539.0
902.42,
541.0
902.47,
532.0
902.52,
541.0
902.57,
532.0
902.62,
547.0
902.67,
545.0
902.72,
540.0
902.77,
532.0
902.82,
530.0
902.87,
532.0
902.92,
534.0
902.97,
542.0
903.02,
549.0
903.07,
540.0
903.12,
536.0
903.17,
535.0
903.22,
541.0
903.27,
537.0
903.32,
533.0
903.37,
540.0
903.42,
547.0
903.47,
546.0
903.52,
533.0
903.57,
536.0
903.62,
533.0
903.67,
532.0
903.72,
547.0
903.77,
545.0
903.82,
532.0
903.87,
535.0
903.92,
538.0
903.97,
539.0
904.02,
532.0
904.07,
540.0
904.12,
536.0
904.17,
537.0
904.22,
535.0
904.27,
540.0
904.32,
539.0
904.37,
536.0
904.42,
541.0
904.47,
547.0
904.52,
538.0
904.57,
547.0
904.62,
527.0
904.67,
536.0
904.72,
544.0
904.77,
543.0
904.82,
535.0
904.87,
533.0
904.92,
536.0
904.97,
540.0
905.02,
543.0
905.07,
536.0
905.12,
530.0
905.17,
541.0
905.22,
530.0
905.27,
539.0
905.32,
539.0
905.37,
541.0
905.42,
540.0
905.47,
537.0
905.52,
534.0
905.57,
547.0
905.62,
541.0
905.67,
536.0
905.72,
538.0
905.77,
541.0
905.82,
539.0
905.87,
531.0
905.92,
535.0
905.97,
536.0
906.02,
545.0
906.07,
543.0
906.12,
546.0
906.17,
539.0
906.22,
540.0
906.27,
541.0
906.32,
545.0
906.37,
534.0
906.42,
539.0
906.47,
533.0
906.52,
532.0
906.57,
544.0
906.62,
545.0
906.67,
540.0
906.72,
534.0
906.77,
534.0
906.82,
533.0
906.87,
531.0
906.92,
532.0
906.97,
532.0
907.02,
544.0
907.07,
533.0
907.12,
537.0
907.17,
533.0
907.22,
533.0
907.27,
523.0
907.32,
545.0
907.37,
550.0
907.42,
543.0
907.47,
545.0
907.52,
532.0
907.57,
531.0
907.62,
538.0
907.67,
556.0
907.72,
666.0
907.77,
604.0
907.82,
536.0
907.87,
610.0
907.92,
529.0
907.97,
549.0
908.02,
597.0
908.07,
471.0
908.12,
447.0
908.17,
518.0
908.22,
474.0
908.27,
520.0
908.32,
515.0
908.37,
536.0
908.42,
529.0
908.47,
541.0
908.52,
545.0
908.57,
538.0
908.62,
539.0
908.67,
537.0
908.72,
541.0
908.77,
541.0
908.82,
540.0
908.87,
538.0
908.92,
538.0
908.97,
545.0
909.02,
544.0
909.07,
540.0
909.12,
543.0
909.17,
545.0
909.22,
547.0
909.27,
540.0
909.32,
537.0
909.37,
539.0
909.42,
535.0
909.47,
536.0
909.52,
545.0
909.57,
542.0
909.62,
538.0
909.67,
537.0
909.72,
537.0
909.77,
537.0
909.82,
534.0
909.87,
540.0
909.92,
540.0
909.97,
541.0
910.02,
537.0
910.07,
540.0
910.12,
540.0
910.17,
542.0
910.22,
541.0
910.27,
538.0
910.32,
540.0
910.37,
543.0
910.42,
537.0
910.47,
537.0
910.52,
541.0
910.57,
539.0
910.62,
540.0
910.67,
534.0
910.72,
536.0
910.77,
530.0
910.82,
543.0
910.87,
538.0
910.92,
542.0
910.97,
541.0
911.02,
535.0
911.07,
548.0
911.12,
541.0
911.17,
532.0
911.22,
545.0
911.27,
544.0
911.32,
540.0
911.37,
530.0
911.42,
534.0
911.47,
536.0
911.52,
532.0
911.57,
530.0
911.62,
534.0
911.67,
532.0
911.72,
539.0
911.77,
536.0
911.82,
541.0
911.87,
538.0
911.92,
532.0
911.97,
537.0
912.02,
539.0
912.07,
531.0
912.12,
536.0
912.17,
530.0
912.22,
543.0
912.27,
549.0
912.32,
534.0
912.37,
541.0
912.42,
539.0
912.47,
529.0
912.52,
535.0
912.57,
538.0
912.62,
542.0
912.67,
537.0
912.72,
536.0
912.77,
536.0
912.82,
533.0
912.87,
541.0
912.92,
536.0
912.97,
537.0
913.02,
532.0
913.07,
532.0
913.12,
531.0
913.17,
545.0
913.22,
529.0
913.27,
527.0
913.32,
524.0
913.37,
525.0
913.42,
540.0
913.47,
547.0
913.52,
546.0
913.57,
545.0
913.62,
571.0
913.67,
562.0
913.72,
546.0
913.77,
543.0
913.82,
535.0
913.87,
541.0
913.92,
540.0
913.97,
428.0
914.02,
440.0
914.07,
460.0
914.12,
545.0
914.17,
550.0
914.22,
609.0
914.27,
582.0
914.32,
538.0
914.37,
514.0
914.42,
523.0
914.47,
530.0
914.52,
523.0
914.57,
556.0
914.62,
553.0
914.67,
540.0
914.72,
590.0
914.77,
553.0
914.82,
514.0
914.87,
493.0
914.92,
551.0
914.97,
537.0
915.02,
522.0
915.07,
502.0
915.12,
513.0
915.17,
536.0
915.22,
537.0
915.27,
535.0
915.32,
534.0
915.37,
547.0
915.42,
544.0
915.47,
543.0
915.52,
555.0
915.57,
547.0
915.62,
545.0
915.67,
550.0
915.72,
532.0
915.77,
568.0
915.82,
588.0
915.87,
565.0
915.92,
507.0
915.97,
513.0
916.02,
526.0
916.07,
537.0
916.12,
535.0
916.17,
544.0
916.22,
548.0
916.27,
569.0
916.32,
537.0
916.37,
529.0
916.42,
544.0
916.47,
543.0
916.52,
547.0
916.57,
561.0
916.62,
548.0
916.67,
549.0
916.72,
539.0
916.77,
543.0
916.82,
551.0
916.87,
545.0
916.92,
551.0
916.97,
541.0
917.02,
547.0
917.07,
538.0
917.12,
547.0
917.17,
547.0
917.22,
539.0
917.27,
536.0
917.32,
540.0
917.37,
541.0
917.42,
535.0
917.47,
537.0
917.52,
557.0
917.57,
540.0
917.62,
526.0
917.67,
585.0
917.72,
545.0
917.77,
537.0
917.82,
529.0
917.87,
524.0
917.92,
536.0
917.97,
545.0
918.02,
550.0
918.07,
547.0
918.12,
533.0
918.17,
543.0
918.22,
548.0
918.27,
536.0
918.32,
534.0
918.37,
541.0
918.42,
548.0
918.47,
527.0
918.52,
517.0
918.57,
454.0
918.62,
479.0
918.67,
502.0
918.72,
497.0
918.77,
519.0
918.82,
542.0
918.87,
543.0
918.92,
541.0
918.97,
544.0
919.02,
547.0
919.07,
543.0
919.12,
552.0
919.17,
541.0
919.22,
544.0
919.27,
529.0
919.32,
527.0
919.37,
536.0
919.42,
540.0
919.47,
538.0
919.52,
541.0
919.57,
537.0
919.62,
541.0
919.67,
532.0
919.72,
534.0
919.77,
538.0
919.82,
544.0
919.87,
542.0
919.92,
534.0
919.97,
540.0
920.02,
542.0
920.07,
564.0
920.12,
546.0
920.17,
535.0
920.22,
540.0
920.27,
537.0
920.32,
538.0
920.37,
539.0
920.42,
542.0
920.47,
540.0
920.52,
542.0
920.57,
539.0
920.62,
537.0
920.67,
536.0
920.72,
538.0
920.77,
538.0
920.82,
541.0
920.87,
541.0
920.92,
541.0
920.97,
540.0
921.02,
540.0
921.07,
532.0
921.12,
541.0
921.17,
538.0
921.22,
532.0
921.27,
549.0
921.32,
547.0
921.37,
545.0
921.42,
532.0
921.47,
541.0
921.52,
539.0
921.57,
536.0
921.62,
542.0
921.67,
534.0
921.72,
526.0
921.77,
541.0
921.82,
531.0
921.87,
537.0
921.92,
540.0
921.97,
541.0
922.02,
538.0
922.07,
534.0
922.12,
535.0
922.17,
544.0
922.22,
538.0
922.27,
536.0
922.32,
537.0
922.37,
540.0
922.42,
542.0
922.47,
531.0
922.52,
535.0
922.57,
538.0
922.62,
534.0
922.67,
540.0
922.72,
542.0
922.77,
538.0
922.82,
545.0
922.87,
539.0
922.92,
540.0
922.97,
539.0
923.02,
534.0
923.07,
543.0
923.12,
537.0
923.17,
537.0
923.22,
542.0
923.27,
542.0
923.32,
537.0
923.37,
538.0
923.42,
535.0
923.47,
537.0
923.52,
540.0
923.57,
542.0
923.62,
530.0
923.67,
543.0
923.72,
546.0
923.77,
539.0
923.82,
544.0
923.87,
540.0
923.92,
537.0
923.97,
539.0
924.02,
541.0
924.07,
536.0
924.12,
542.0
924.17,
538.0
924.22,
536.0
924.27,
543.0
924.32,
529.0
924.37,
542.0
924.42,
537.0
924.47,
534.0
924.52,
546.0
924.57,
536.0
924.62,
541.0
924.67,
533.0
924.72,
547.0
924.77,
542.0
924.82,
539.0
924.87,
537.0
924.92,
533.0
924.97,
533.0
925.02,
535.0
925.07,
547.0
925.12,
541.0
925.17,
545.0
925.22,
530.0
925.27,
547.0
925.32,
547.0
925.37,
543.0
925.42,
544.0
925.47,
545.0
925.52,
540.0
925.57,
543.0
925.62,
534.0
925.67,
540.0
925.72,
534.0
925.77,
534.0
925.82,
541.0
925.87,
532.0
925.92,
543.0
925.97,
541.0
926.02,
541.0
926.07,
542.0
926.12,
546.0
926.17,
540.0
926.22,
537.0
926.27,
538.0
926.32,
541.0
926.37,
541.0
926.42,
535.0
926.47,
541.0
926.52,
534.0
926.57,
538.0
926.62,
542.0
926.67,
539.0
926.72,
534.0
926.77,
540.0
926.82,
539.0
926.87,
538.0
926.92,
535.0
926.97,
541.0
927.02,
540.0
927.07,
532.0
927.12,
542.0
927.17,
547.0
927.22,
531.0
927.27,
532.0
927.32,
546.0
927.37,
537.0
927.42,
540.0
927.47,
535.0
927.52,
540.0
927.57,
533.0
927.62,
539.0
927.67,
539.0
927.72,
531.0
927.77,
539.0
927.82,
543.0
927.87,
535.0
927.92,
532.0
927.97,
537.0
928.02,
539.0
928.07,
534.0
928.12,
534.0
928.17,
536.0
928.22,
541.0
928.27,
540.0
928.32,
542.0
928.37,
533.0
928.42,
538.0
928.47,
542.0
928.52,
533.0
928.57,
537.0
928.62,
531.0
928.67,
537.0
928.72,
545.0
928.77,
540.0
928.82,
540.0
928.87,
536.0
928.92,
535.0
928.97,
516.0
929.02,
517.0
929.07,
538.0
929.12,
594.0
929.17,
558.0
929.22,
558.0
929.27,
538.0
929.32,
670.0
929.37,
553.0
929.42,
536.0
929.47,
533.0
929.52,
530.0
929.57,
529.0
929.62,
533.0
929.67,
531.0
929.72,
535.0
929.77,
542.0
929.82,
553.0
929.87,
528.0
929.92,
602.0
929.97,
575.0
930.02,
537.0
930.07,
550.0
930.12,
501.0
930.17,
590.0
930.22,
545.0
930.27,
507.0
930.32,
550.0
930.37,
542.0
930.42,
543.0
930.47,
532.0
930.52,
527.0
930.57,
536.0
930.62,
550.0
930.67,
533.0
930.72,
532.0
930.77,
544.0
930.82,
539.0
930.87,
544.0
930.92,
544.0
930.97,
530.0
931.02,
539.0
931.07,
536.0
931.12,
542.0
931.17,
544.0
931.22,
534.0
931.27,
535.0
931.32,
539.0
931.37,
548.0
931.42,
546.0
931.47,
543.0
931.52,
546.0
931.57,
539.0
931.62,
542.0
931.67,
541.0
931.72,
548.0
931.77,
551.0
931.82,
541.0
931.87,
550.0
931.92,
544.0
931.97,
548.0
932.02,
552.0
932.07,
550.0
932.12,
542.0
932.17,
552.0
932.22,
543.0
932.27,
547.0
932.32,
543.0
932.37,
540.0
932.42,
540.0
932.47,
541.0
932.52,
543.0
932.57,
552.0
932.62,
539.0
932.67,
539.0
932.72,
549.0
932.77,
555.0
932.82,
537.0
932.87,
537.0
932.92,
540.0
932.97,
540.0
933.02,
540.0
933.07,
543.0
933.12,
538.0
933.17,
543.0
933.22,
548.0
933.27,
544.0
933.32,
543.0
933.37,
537.0
933.42,
536.0
933.47,
548.0
933.52,
545.0
933.57,
543.0
933.62,
555.0
933.67,
546.0
933.72,
551.0
933.77,
521.0
933.82,
474.0
933.87,
577.0
933.92,
577.0
933.97,
511.0
934.02,
461.0
934.07,
472.0
934.12,
478.0
934.17,
516.0
934.22,
501.0
934.27,
546.0
934.32,
545.0
934.37,
544.0
934.42,
542.0
934.47,
554.0
934.52,
601.0
934.57,
601.0
934.62,
563.0
934.67,
573.0
934.72,
558.0
934.77,
552.0
934.82,
568.0
934.87,
556.0
934.92,
550.0
934.97,
430.0
935.02,
626.0
935.07,
683.0
935.12,
882.0
935.17,
133.0
935.22,
133.0
935.27,
133.0
935.32,
606.0
935.37,
603.0
935.42,
583.0
935.47,
569.0
935.52,
135.0
935.57,
560.0
935.62,
624.0
935.67,
894.0
935.72,
894.0
935.77,
895.0
935.82,
895.0
935.87,
894.0
935.92,
896.0
935.97,
717.0
936.02,
582.0
936.07,
551.0
936.12,
550.0
936.17,
133.0
936.22,
132.0
936.27,
137.0
936.32,
139.0
936.37,
136.0
936.42,
135.0
936.47,
134.0
936.52,
134.0
936.57,
133.0
936.62,
492.0
936.67,
563.0
936.72,
551.0
936.77,
560.0
936.82,
595.0
936.87,
617.0
936.92,
507.0
936.97,
615.0
937.02,
569.0
937.07,
582.0
937.12,
894.0
937.17,
894.0
937.22,
131.0
937.27,
690.0
937.32,
133.0
937.37,
132.0
937.42,
133.0
937.47,
133.0
937.52,
498.0
937.57,
694.0
937.62,
665.0
937.67,
782.0
937.72,
894.0
937.77,
134.0
937.82,
133.0
937.87,
538.0
937.92,
579.0
937.97,
553.0
938.02,
552.0
938.07,
541.0
938.12,
538.0
938.17,
538.0
938.22,
553.0
938.27,
540.0
938.32,
526.0
938.37,
555.0
938.42,
557.0
938.47,
543.0
938.52,
543.0
938.57,
561.0
938.62,
545.0
938.67,
542.0
938.72,
521.0
938.77,
541.0
938.82,
541.0
938.87,
552.0
938.92,
550.0
938.97,
547.0
939.02,
541.0
939.07,
554.0
939.12,
536.0
939.17,
535.0
939.22,
538.0
939.27,
547.0
939.32,
541.0
939.37,
524.0
939.42,
579.0
939.47,
545.0
939.52,
524.0
939.57,
541.0
939.62,
544.0
939.67,
568.0
939.72,
544.0
939.77,
536.0
939.82,
527.0
939.87,
555.0
939.92,
557.0
939.97,
565.0
940.02,
536.0
940.07,
517.0
940.12,
536.0
940.17,
550.0
940.22,
554.0
940.27,
539.0
940.32,
534.0
940.37,
540.0
940.42,
548.0
940.47,
535.0
940.52,
552.0
940.57,
558.0
940.62,
538.0
940.67,
543.0
940.72,
537.0
940.77,
533.0
940.82,
548.0
940.87,
541.0
940.92,
563.0
940.97,
561.0
941.02,
538.0
941.07,
535.0
941.12,
537.0
941.17,
559.0
941.22,
546.0
941.27,
536.0
941.32,
550.0
941.37,
550.0
941.42,
544.0
941.47,
535.0
941.52,
534.0
941.57,
543.0
941.62,
531.0
941.67,
543.0
941.72,
542.0
941.77,
552.0
941.82,
536.0
941.87,
538.0
941.92,
555.0
941.97,
538.0
942.02,
533.0
942.07,
552.0
942.12,
533.0
942.17,
538.0
942.22,
529.0
942.27,
542.0
942.32,
546.0
942.37,
553.0
942.42,
539.0
942.47,
560.0
942.52,
551.0
942.57,
534.0
942.62,
547.0
942.67,
544.0
942.72,
536.0
942.77,
538.0
942.82,
555.0
942.87,
544.0
942.92,
532.0
942.97,
537.0
943.02,
545.0
943.07,
560.0
943.12,
541.0
943.17,
539.0
943.22,
551.0
943.27,
535.0
943.32,
537.0
943.37,
537.0
943.42,
557.0
943.47,
554.0
943.52,
553.0
943.57,
535.0
943.62,
534.0
943.67,
532.0
943.72,
547.0
943.77,
540.0
943.82,
537.0
943.87,
556.0
943.92,
557.0
943.97,
550.0
944.02,
553.0
944.07,
540.0
944.12,
541.0
944.17,
555.0
944.22,
545.0
944.27,
548.0
944.32,
542.0
944.37,
547.0
944.42,
541.0
944.47,
550.0
944.52,
534.0
944.57,
532.0
944.62,
524.0
944.67,
535.0
944.72,
541.0
944.77,
540.0
944.82,
537.0
944.87,
528.0
944.92,
540.0
944.97,
541.0
945.02,
554.0
945.07,
552.0
945.12,
527.0
945.17,
559.0
945.22,
548.0
945.27,
550.0
945.32,
553.0
945.37,
535.0
945.42,
537.0
945.47,
546.0
945.52,
545.0
945.57,
537.0
945.62,
541.0
945.67,
543.0
945.72,
538.0
945.77,
538.0
945.82,
531.0
945.87,
558.0
945.92,
555.0
945.97,
535.0
946.02,
544.0
946.07,
541.0
946.12,
559.0
946.17,
541.0
946.22,
539.0
946.27,
550.0
946.32,
542.0
946.37,
541.0
946.42,
543.0
946.47,
538.0
946.52,
554.0
946.57,
540.0
946.62,
538.0
946.67,
541.0
946.72,
541.0
946.77,
543.0
946.82,
541.0
946.87,
555.0
946.92,
536.0
946.97,
547.0
947.02,
543.0
947.07,
544.0
947.12,
538.0
947.17,
557.0
947.22,
546.0
947.27,
533.0
947.32,
547.0
947.37,
540.0
947.42,
555.0
947.47,
538.0
947.52,
557.0
947.57,
551.0
947.62,
537.0
947.67,
556.0
947.72,
549.0
947.77,
538.0
947.82,
542.0
947.87,
540.0
